#Team:Unknown
#BoatNo:1
#Source:SailLogger iOS
#Interval:1
#Device:iPhone
timestamp,latitude,longitude,sog,cog,heel,pitch
1721915678933.0,45.35400142,-75.82360941,1.8,354.27,-24.96,35.69
1721915679933.0,45.35401653,-75.82360923,2.44,1.26,-19.56,36.96
1721915680933.0,45.35402509,-75.82361141,2.3,354.62,-26.74,40.93
1721915681933.0,45.35403494,-75.82360415,2.47,13.27,-28.02,32.74
1721915682933.0,45.35404473,-75.8236093,2.35,351.21,-31.43,33.4
1721915683933.0,45.35405132,-75.82359831,1.94,8.95,-33.85,35.4
1721915684933.0,45.35406482,-75.82359355,2.37,8.34,-35.89,34.81
1721915685933.0,45.35407656,-75.82360153,2.36,352.45,-32.64,29.66
1721915686933.0,45.35408715,-75.82360825,2.57,354.15,-30.3,35.57
1721915687933.0,45.35409789,-75.82360979,2.27,359.12,-32.03,35.88
1721915688933.0,45.35411138,-75.82361861,2.82,344.29,-32.25,28.86
1721915689933.0,45.35412232,-75.82362157,2.54,348.31,-33.81,34.79
1721915690933.0,45.35413125,-75.82361805,2.17,4.53,-31.27,34.39
1721915691933.0,45.35415026,-75.82362433,3.18,347.88,-26.44,33.39
1721915692933.0,45.35415977,-75.82362752,2.68,348.2,-28.32,36.38
1721915693933.0,45.35417182,-75.82362898,2.81,352.77,-33.03,35.45
1721915694933.0,45.35418377,-75.82363283,2.9,348.62,-32.57,33.25
1721915695933.0,45.35419368,-75.82363427,2.52,346.83,-28.83,34.24
1721915696933.0,45.35420768,-75.82364311,2.75,347.33,-28.84,34.69
1721915697933.0,45.35421976,-75.82364616,2.72,347.12,-29.55,32.26
1721915698933.0,45.35423494,-75.82365029,2.94,347.69,-28.96,33.74
1721915699933.0,45.35424751,-75.82365563,2.77,347.25,-27.39,36.37
1721915700933.0,45.35426033,-75.8236636,2.7,345.61,-30.68,34.4
1721915701933.0,45.35427897,-75.82366016,3.57,5.18,-31.16,30.68
1721915702933.0,45.35429144,-75.82367778,3.34,335.25,-39.1,50.26
1721915703933.0,45.3543019,-75.8236806,2.87,342.56,-40.44,48.62
1721915704933.0,45.35431675,-75.82367925,3.34,347.73,-46.53,59.32
1721915705933.0,45.35432362,-75.82367785,2.47,343.29,-63.85,60.37
1721915706933.0,45.35433922,-75.82367741,2.74,353.62,-48.33,58.03
1721915707933.0,45.35435218,-75.82367957,2.99,352.75,-51.23,60.85
1721915708933.0,45.3543636,-75.82368239,2.44,351.73,-54.43,61.09
1721915709933.0,45.3543787,-75.8236902,3.16,343.7,-54.25,51.3
1721915710933.0,45.35438872,-75.82368325,2.73,2.47,-70.52,55.93
1721915711933.0,45.35439902,-75.82368522,2.45,356.82,-91.76,60.4
1721915712933.0,45.3544125,-75.82368525,2.98,355.35,-66.46,56.55
1721915713933.0,45.35443064,-75.82369322,3.36,349.57,-59.49,50.07
1721915714933.0,45.3544461,-75.82369094,3.12,356.74,-65.0,50.3
1721915715933.0,45.35446594,-75.82369638,4.2,348.26,-62.54,47.73
1721915716933.0,45.35448231,-75.82369901,3.92,349.25,-62.87,45.85
1721915717933.0,45.35449768,-75.8237063,3.65,343.5,-64.46,50.09
1721915718933.0,45.35451391,-75.82370906,3.73,348.29,-58.84,52.85
1721915719933.0,45.35453545,-75.8237134,3.98,348.9,-49.08,52.91
1721915720933.0,45.35455304,-75.82372413,3.96,344.64,-53.06,51.58
1721915721933.0,45.35456919,-75.82372743,3.49,346.85,-61.64,49.14
1721915722933.0,45.35458866,-75.82373034,3.87,351.48,-56.81,50.97
1721915723933.0,45.35460398,-75.82373387,3.76,348.16,-53.75,53.3
1721915724933.0,45.35461935,-75.82374306,3.55,345.71,-54.74,51.68
1721915725933.0,45.35464112,-75.82374668,3.95,350.82,-58.07,48.18
1721915726933.0,45.35465876,-75.82375296,3.78,348.49,-64.78,43.06
1721915727933.0,45.35467467,-75.82375951,3.78,344.3,-69.46,39.6
1721915728933.0,45.3546936,-75.82375881,4.27,351.23,-64.59,43.58
1721915729933.0,45.35471483,-75.82376606,4.49,348.92,-58.77,49.55
1721915730933.0,45.35473816,-75.82377061,4.87,351.45,-55.4,51.34
1721915731933.0,45.35476875,-75.82377259,5.74,354.76,-39.01,56.62
1721915732933.0,45.35478901,-75.82378268,4.76,350.36,-31.34,59.78
1721915733933.0,45.35480933,-75.82378856,4.41,350.8,-45.39,56.38
1721915734933.0,45.35482609,-75.82378082,4.2,4.89,-58.36,52.37
1721915735933.0,45.35484522,-75.82378447,3.86,356.16,-60.09,48.98
1721915736933.0,45.35487014,-75.82378626,4.42,359.64,-59.07,45.48
1721915737933.0,45.35488898,-75.8237875,4.08,354.24,-65.89,40.76
1721915738933.0,45.35491365,-75.82379678,4.82,347.8,-69.18,37.69
1721915739933.0,45.35493524,-75.82380274,4.66,347.78,-69.3,37.31
1721915740933.0,45.35495865,-75.82380846,4.93,350.45,-65.65,41.81
1721915741933.0,45.35498166,-75.82381391,5.13,349.42,-60.07,45.41
1721915742933.0,45.35500661,-75.82382094,5.36,347.69,-59.74,43.69
1721915743933.0,45.35503354,-75.82383581,5.54,343.85,-65.39,42.75
1721915744933.0,45.35505751,-75.82384234,5.26,347.91,-67.34,43.17
1721915745933.0,45.3550798,-75.82384947,5.1,346.73,-68.33,39.95
1721915746933.0,45.35511101,-75.82385582,6.0,351.16,-69.93,37.47
1721915747933.0,45.35513083,-75.82386764,5.25,346.83,-65.92,42.24
1721915748933.0,45.35515186,-75.82387476,5.11,346.29,-55.83,47.54
1721915749933.0,45.35517729,-75.82388527,5.21,346.19,-46.29,50.42
1721915750933.0,45.35520926,-75.82389422,5.81,348.94,-45.16,53.17
1721915751933.0,45.35523215,-75.82389857,5.19,352.44,-47.57,54.31
1721915752933.0,45.35525166,-75.82390102,4.41,353.72,-46.71,52.42
1721915753933.0,45.35527949,-75.82390775,5.22,350.19,-47.22,51.88
1721915754933.0,45.35530297,-75.82391165,4.63,351.2,-51.32,52.05
1721915755933.0,45.35532879,-75.82391414,5.22,353.08,-50.04,53.97
1721915756933.0,45.35535154,-75.82391713,4.98,352.6,-46.91,53.18
1721915757933.0,45.35537398,-75.82392096,5.01,352.27,-51.16,49.73
1721915758933.0,45.35539608,-75.82392884,5.1,347.46,-55.32,48.86
1721915759933.0,45.35541787,-75.82394085,5.07,342.79,-57.0,45.75
1721915760933.0,45.35544403,-75.82394287,5.22,351.2,-62.87,38.54
1721915761933.0,45.35546558,-75.82394876,4.8,352.14,-68.37,38.88
1721915762933.0,45.35547985,-75.82395989,4.68,343.82,-65.92,44.12
1721915763933.0,45.355507,-75.82396495,5.53,348.76,-56.26,48.43
1721915764933.0,45.35553184,-75.82397765,5.39,345.01,-49.99,48.89
1721915765933.0,45.35555823,-75.823991,5.78,344.21,-51.88,50.94
1721915766933.0,45.35558253,-75.82399827,5.65,342.27,-52.27,48.95
1721915767933.0,45.3556086,-75.82401421,5.64,342.1,-47.77,49.03
1721915768933.0,45.35563047,-75.82402734,5.33,340.63,-43.31,54.6
1721915769933.0,45.35564947,-75.8240385,4.6,336.63,-44.75,55.98
1721915770933.0,45.35568214,-75.82403973,6.01,351.04,-48.26,51.03
1721915771933.0,45.35569478,-75.82405013,4.21,337.71,-53.44,49.61
1721915772933.0,45.35572056,-75.82406116,5.04,345.21,-59.32,46.56
1721915773933.0,45.35574036,-75.82407228,4.91,339.32,-57.88,47.18
1721915774933.0,45.35575783,-75.82408524,4.79,337.08,-53.61,49.8
1721915775933.0,45.35578265,-75.82409636,5.17,340.93,-53.0,50.53
1721915776933.0,45.35580678,-75.82410489,5.19,342.75,-53.74,49.41
1721915777933.0,45.35582769,-75.82411551,4.93,341.91,-57.15,48.32
1721915778933.0,45.35584815,-75.82412102,4.29,346.25,-59.66,46.87
1721915779933.0,45.35587068,-75.82413193,4.78,340.59,-57.5,46.93
1721915780933.0,45.3558963,-75.82414028,5.19,344.84,-52.79,51.05
1721915781933.0,45.35592106,-75.82415491,5.17,340.06,-49.46,52.49
1721915782933.0,45.35593866,-75.82416631,4.82,339.07,-49.53,51.68
1721915783933.0,45.35595692,-75.82417664,4.79,340.37,-52.13,48.13
1721915784933.0,45.35597826,-75.82418889,4.9,338.34,-63.93,40.93
1721915785933.0,45.35599604,-75.82419814,4.71,338.67,-69.37,40.85
1721915786933.0,45.35601425,-75.82420787,4.77,338.39,-68.77,37.99
1721915787932.0,45.35603485,-75.82422645,4.8,332.91,-69.54,32.79
1721915788932.0,45.35605038,-75.8242317,4.59,334.87,-73.67,30.2
1721915789932.0,45.3560701,-75.82423882,4.88,341.21,-73.49,27.63
1721915790932.0,45.3560893,-75.82425562,4.95,335.06,-68.73,37.48
1721915791931.0,45.35610409,-75.82426986,4.59,335.88,-66.09,45.47
1721915792931.0,45.35612207,-75.82427784,4.33,340.15,-60.56,47.89
1721915793931.0,45.35614667,-75.82429138,4.48,337.47,-57.51,44.8
1721915794932.0,45.35616936,-75.82430762,5.14,336.06,-61.32,45.19
1721915795932.0,45.35619023,-75.82432185,5.06,335.56,-61.67,44.95
1721915796932.0,45.35621297,-75.82433154,5.2,341.03,-64.04,41.03
1721915797931.0,45.35623777,-75.82434312,5.36,340.92,-66.4,39.24
1721915798931.0,45.35626165,-75.8243556,5.06,340.71,-67.09,39.69
1721915799932.0,45.35628799,-75.82437183,5.65,338.83,-66.87,41.12
1721915800932.0,45.35630807,-75.82438011,4.9,343.15,-63.74,43.76
1721915801932.0,45.3563368,-75.8243952,5.84,341.55,-58.8,48.04
1721915802932.0,45.35636605,-75.82440834,5.63,341.55,-59.59,44.16
1721915803932.0,45.35639346,-75.82441504,5.51,349.18,-63.43,40.58
1721915804932.0,45.35642355,-75.82442515,6.37,346.33,-60.25,48.11
1721915805932.0,45.35644738,-75.8244319,5.66,347.78,-52.64,54.95
1721915806932.0,45.35648136,-75.82444498,6.67,345.68,-58.09,50.05
1721915807932.0,45.35650963,-75.8244464,6.15,348.99,-57.76,44.64
1721915808932.0,45.35653845,-75.82445723,5.92,345.15,-56.57,44.88
1721915809932.0,45.35656665,-75.82446756,5.73,344.25,-56.7,43.85
1721915810932.0,45.35658414,-75.8244799,4.49,340.67,-53.31,44.9
1721915811932.0,45.35660714,-75.82448827,5.11,342.34,-51.73,48.13
1721915812932.0,45.35663469,-75.82450163,5.55,343.98,-55.8,47.35
1721915813932.0,45.35666173,-75.82450404,5.56,349.39,-58.2,48.23
1721915814932.0,45.35668713,-75.82451699,5.43,345.69,-60.9,47.9
1721915815932.0,45.35670843,-75.82452926,4.93,340.56,-57.13,48.56
1721915816932.0,45.35673018,-75.8245419,4.76,338.52,-58.6,44.91
1721915817932.0,45.35676055,-75.82455727,5.86,339.88,-63.95,37.81
1721915818932.0,45.35678194,-75.82456171,5.22,341.01,-57.46,45.77
1721915819932.0,45.35680552,-75.82457354,5.38,337.53,-52.03,47.56
1721915820932.0,45.35683443,-75.82458109,5.87,343.25,-61.91,41.3
1721915821932.0,45.35686468,-75.82459347,6.28,343.63,-62.81,43.74
1721915822932.0,45.35689083,-75.82460389,5.83,344.87,-58.78,44.84
1721915823932.0,45.35691877,-75.82461473,5.92,344.37,-54.19,48.42
1721915824932.0,45.35694768,-75.82462926,5.79,344.19,-45.65,51.79
1721915825932.0,45.35697951,-75.82464208,6.32,344.4,-42.39,54.14
1721915826932.0,45.35700667,-75.82465541,6.17,341.7,-45.77,52.74
1721915827932.0,45.3570278,-75.82466648,5.3,342.72,-49.61,48.79
1721915828932.0,45.35705138,-75.82467407,5.31,344.31,-50.48,47.46
1721915829932.0,45.35707505,-75.82468364,5.33,343.01,-55.64,46.17
1721915830932.0,45.35709594,-75.82469092,4.88,343.71,-61.36,43.74
1721915831932.0,45.35711722,-75.82469672,4.87,349.14,-62.3,42.38
1721915832932.0,45.35714639,-75.82470277,5.64,346.0,-51.36,48.96
1721915833932.0,45.35717187,-75.82471033,5.92,348.15,-40.08,55.74
1721915834932.0,45.35720119,-75.82470958,6.28,354.37,-53.35,51.45
1721915835932.0,45.35722588,-75.82470927,6.1,358.66,-62.7,43.52
1721915836932.0,45.35724962,-75.82471575,6.05,354.07,-60.89,41.04
1721915837932.0,45.35727227,-75.82472385,5.53,346.03,-55.29,45.64
1721915838932.0,45.35729308,-75.82473618,5.2,342.67,-45.44,51.75
1721915839932.0,45.35732075,-75.82474871,5.63,345.4,-44.52,51.72
1721915840932.0,45.35734337,-75.82476198,5.74,339.81,-44.5,50.91
1721915841932.0,45.35736436,-75.82476697,5.15,342.23,-52.17,49.91
1721915842932.0,45.35738928,-75.82476991,5.01,350.57,-52.33,49.59
1721915843932.0,45.35741677,-75.82477189,5.27,353.59,-51.45,48.24
1721915844932.0,45.35744209,-75.82477691,5.22,351.3,-55.61,49.9
1721915845932.0,45.35746916,-75.82478402,5.15,351.34,-53.68,50.24
1721915846932.0,45.35749658,-75.82478416,5.24,355.71,-36.32,55.41
1721915847932.0,45.3575166,-75.82478567,4.91,355.77,-16.54,61.99
1721915848932.0,45.35753352,-75.8247809,4.47,6.32,-42.79,58.69
1721915849932.0,45.35754923,-75.8247638,4.36,17.9,-50.28,49.68
1721915850932.0,45.3575701,-75.82475815,4.75,11.74,-44.93,53.29
1721915851932.0,45.35758694,-75.82475121,4.11,11.6,-50.75,52.57
1721915852932.0,45.35760383,-75.82475447,3.8,3.8,-48.01,49.96
1721915853932.0,45.35763112,-75.82475789,4.79,4.85,-51.15,49.54
1721915854932.0,45.35764542,-75.82476176,3.38,357.87,-58.92,46.93
1721915855932.0,45.35766548,-75.8247657,4.24,354.5,-62.96,43.05
1721915856932.0,45.3576819,-75.82477158,3.98,348.86,-62.7,42.12
1721915857932.0,45.35770397,-75.82477989,4.49,347.15,-57.65,43.14
1721915858932.0,45.35772395,-75.82479015,4.47,343.89,-63.09,40.82
1721915859932.0,45.35774624,-75.8248067,5.03,338.84,-61.8,44.84
1721915860932.0,45.3577639,-75.8248257,5.13,333.02,-59.97,41.75
1721915861932.0,45.35778523,-75.82484381,5.28,334.53,-63.23,38.86
1721915862932.0,45.35780423,-75.82485925,5.16,335.81,-58.15,46.06
1721915863932.0,45.35781853,-75.82487904,4.81,328.47,-55.8,48.67
1721915864932.0,45.35784559,-75.82489391,5.6,334.65,-54.31,47.82
1721915865932.0,45.35787085,-75.82490678,5.39,339.99,-51.99,44.09
1721915866932.0,45.35788925,-75.82491664,4.73,333.63,-56.48,43.01
1721915867932.0,45.35790952,-75.82492982,4.83,334.96,-66.61,40.17
1721915868932.0,45.35793262,-75.82494004,4.81,338.87,-70.33,34.71
1721915869932.0,45.35795588,-75.82495262,5.19,336.64,-68.16,30.92
1721915870932.0,45.35797355,-75.82496192,4.93,338.31,-69.18,32.17
1721915871932.0,45.35799027,-75.82497503,4.69,335.73,-69.13,34.48
1721915872932.0,45.35801113,-75.82498182,4.66,340.28,-67.36,33.9
1721915873932.0,45.35803465,-75.82499318,4.93,339.35,-66.31,34.22
